district,year,week,temp,rainfall,humidity
chattagram,1996,52,21,0,76
chattagram,1997,1,21,0,75
chattagram,1997,2,20,0,73
chattagram,1997,3,20,0,70
chattagram,1997,4,18,0,70
chattagram,1997,5,19,27,75
chattagram,1997,6,20,2,73
chattagram,1997,7,21,3,75
chattagram,1997,8,23,0,75
chattagram,1997,9,23,0,71
chattagram,1997,10,25,0,76
chattagram,1997,11,26,0,84
chattagram,1997,12,26,102,84
chattagram,1997,13,25,7,80
chattagram,1997,14,25,20,77
chattagram,1997,15,25,19,76
chattagram,1997,16,27,8,78
chattagram,1997,17,27,1,77
chattagram,1997,18,28,5,79
chattagram,1997,19,29,1,78
chattagram,1997,20,30,0,77
chattagram,1997,21,28,149,84
chattagram,1997,22,28,113,82
chattagram,1997,23,28,94,83
chattagram,1997,24,29,71,80
chattagram,1997,25,28,96,84
chattagram,1997,26,29,101,82
chattagram,1997,27,27,338,89
chattagram,1997,28,27,438,92
chattagram,1997,29,28,133,88
chattagram,1997,30,29,146,86
chattagram,1997,31,28,227,87
chattagram,1997,32,29,16,83
chattagram,1997,33,28,102,87
chattagram,1997,34,29,13,79
chattagram,1997,35,29,77,87
chattagram,1997,36,28,268,88
chattagram,1997,37,28,66,83
chattagram,1997,38,29,43,82
chattagram,1997,39,28,140,87
chattagram,1997,40,27,135,83
chattagram,1997,41,28,12,82
chattagram,1997,42,28,0,79
chattagram,1997,43,27,0,79
chattagram,1997,44,26,0,75
chattagram,1997,45,27,38,77
chattagram,1997,46,26,11,79
chattagram,1997,47,24,0,77
chattagram,1997,48,25,0,76
chattagram,1997,49,23,0,75
chattagram,1997,50,21,4,80
chattagram,1997,51,20,0,80
chattagram,1997,52,18,0,83
chattagram,1998,1,20,0,74
chattagram,1998,2,16,0,90
chattagram,1998,3,20,0,82
chattagram,1998,4,20,37,81
chattagram,1998,5,22,0,71
chattagram,1998,6,21,0,68
chattagram,1998,7,21,0,71
chattagram,1998,8,22,89,84
chattagram,1998,9,24,14,78
chattagram,1998,10,24,7,69
chattagram,1998,11,25,2,73
chattagram,1998,12,26,0,68
chattagram,1998,13,25,87,70
chattagram,1998,14,26,1,76
chattagram,1998,15,27,9,82
chattagram,1998,16,28,0,80
chattagram,1998,17,26,175,81
chattagram,1998,18,29,0,82
chattagram,1998,19,29,40,80
chattagram,1998,20,31,0,72
chattagram,1998,21,29,179,86
chattagram,1998,22,28,168,87
chattagram,1998,23,30,31,84
chattagram,1998,24,30,36,81
chattagram,1998,25,30,25,83
chattagram,1998,26,30,40,81
chattagram,1998,27,29,254,84
chattagram,1998,28,28,420,90
chattagram,1998,29,27,522,92
chattagram,1998,30,28,83,87
chattagram,1998,31,29,29,84
chattagram,1998,32,28,308,87
chattagram,1998,33,27,453,90
chattagram,1998,34,29,11,84
chattagram,1998,35,27,356,91
chattagram,1998,36,28,238,85
chattagram,1998,37,28,26,87
chattagram,1998,38,29,41,83
chattagram,1998,39,30,31,81
chattagram,1998,40,30,45,80
chattagram,1998,41,30,33,81
chattagram,1998,42,29,29,83
chattagram,1998,43,28,7,82
chattagram,1998,44,28,48,83
chattagram,1998,45,27,0,80
chattagram,1998,46,27,0,80
chattagram,1998,47,28,0,81
chattagram,1998,48,26,93,82
chattagram,1998,49,23,0,78
chattagram,1998,50,23,0,79
chattagram,1998,51,22,0,76
chattagram,1998,52,22,0,79
chattagram,1998,53,20,0,79
chattagram,1999,1,20,0,80
chattagram,1999,2,20,0,78
chattagram,1999,3,21,0,76
chattagram,1999,4,21,0,74
chattagram,1999,5,22,0,73
chattagram,1999,6,24,0,74
chattagram,1999,7,24,0,69
chattagram,1999,8,26,0,67
chattagram,1999,9,25,0,67
chattagram,1999,10,27,0,84
chattagram,1999,11,27,0,76
chattagram,1999,12,28,0,75
chattagram,1999,13,28,0,83
chattagram,1999,14,29,0,77
chattagram,1999,15,30,0,77
chattagram,1999,16,30,0,76
chattagram,1999,17,31,0,79
chattagram,1999,18,28,124,82
chattagram,1999,19,27,42,83
chattagram,1999,20,28,16,82
chattagram,1999,21,29,281,84
chattagram,1999,22,29,57,85
chattagram,1999,23,29,124,84
chattagram,1999,24,29,40,82
chattagram,1999,25,27,578,92
chattagram,1999,26,28,126,88
chattagram,1999,27,28,20,85
chattagram,1999,28,28,272,86
chattagram,1999,29,28,137,87
chattagram,1999,30,29,16,84
chattagram,1999,31,28,88,87
chattagram,1999,32,27,610,92
chattagram,1999,33,28,53,85
chattagram,1999,34,28,95,86
chattagram,1999,35,29,21,80
chattagram,1999,36,28,20,85
chattagram,1999,37,28,74,85
chattagram,1999,38,27,92,89
chattagram,1999,39,29,0,82
chattagram,1999,40,28,66,85
chattagram,1999,41,28,0,84
chattagram,1999,42,28,128,87
chattagram,1999,43,28,7,85
chattagram,1999,44,28,2,81
chattagram,1999,45,25,0,77
chattagram,1999,46,24,0,77
chattagram,1999,47,23,0,77
chattagram,1999,48,23,0,77
chattagram,1999,49,22,107,85
chattagram,1999,50,22,0,78
chattagram,1999,51,21,0,78
chattagram,1999,52,20,0,78
chattagram,2000,1,19,0,77
chattagram,2000,2,21,0,76
chattagram,2000,3,20,10,76
chattagram,2000,4,21,7,79
chattagram,2000,5,21,0,80
chattagram,2000,6,22,0,72
chattagram,2000,7,22,0,64
chattagram,2000,8,22,0,61
chattagram,2000,9,24,0,77
chattagram,2000,10,25,9,82
chattagram,2000,11,26,7,83
chattagram,2000,12,27,0,62
chattagram,2000,13,26,0,76
chattagram,2000,14,28,0,80
chattagram,2000,15,28,7,78
chattagram,2000,16,29,30,78
chattagram,2000,17,28,71,81
chattagram,2000,18,28,23,78
chattagram,2000,19,30,7,78
chattagram,2000,20,28,113,82
chattagram,2000,21,26,554,89
chattagram,2000,22,29,69,85
chattagram,2000,23,28,130,86
chattagram,2000,24,28,211,85
chattagram,2000,25,28,280,86
chattagram,2000,26,29,29,81
chattagram,2000,27,29,4,82
chattagram,2000,28,28,62,85
chattagram,2000,29,27,438,89
chattagram,2000,30,27,183,86
chattagram,2000,31,27,463,90
chattagram,2000,32,29,7,83
chattagram,2000,33,28,139,87
chattagram,2000,34,30,12,81
chattagram,2000,35,27,89,91
chattagram,2000,36,28,72,87
chattagram,2000,37,29,3,85
chattagram,2000,38,29,19,83
chattagram,2000,39,28,23,87
chattagram,2000,40,28,307,86
chattagram,2000,41,30,0,83
chattagram,2000,42,28,30,85
chattagram,2000,43,27,65,87
chattagram,2000,44,27,0,84
chattagram,2000,45,25,0,83
chattagram,2000,46,24,0,78
chattagram,2000,47,24,0,78
chattagram,2000,48,22,15,79
chattagram,2000,49,21,0,78
chattagram,2000,50,20,0,77
chattagram,2000,51,21,0,79
chattagram,2000,52,21,0,76
chattagram,2001,1,20,0,76
chattagram,2001,2,18,0,72
chattagram,2001,3,19,0,72
chattagram,2001,4,19,0,71
chattagram,2001,5,21,0,81
chattagram,2001,6,21,0,71
chattagram,2001,7,23,0,69
chattagram,2001,8,24,12,78
chattagram,2001,9,26,0,68
chattagram,2001,10,24,0,60
chattagram,2001,11,26,0,68
chattagram,2001,12,27,0,71
chattagram,2001,13,27,1,78
chattagram,2001,14,29,0,70
chattagram,2001,15,28,23,75
chattagram,2001,16,29,0,72
chattagram,2001,17,29,3,72
chattagram,2001,18,26,98,76
chattagram,2001,19,26,308,80
chattagram,2001,20,29,0,76
chattagram,2001,21,28,27,78
chattagram,2001,22,29,20,78
chattagram,2001,23,27,164,82
chattagram,2001,24,27,278,81
chattagram,2001,25,28,240,83
chattagram,2001,26,28,111,80
chattagram,2001,27,29,76,75
chattagram,2001,28,28,75,83
chattagram,2001,29,28,104,85
chattagram,2001,30,28,67,84
chattagram,2001,31,28,142,84
chattagram,2001,32,29,46,80
chattagram,2001,33,29,28,80
chattagram,2001,34,29,29,80
chattagram,2001,35,29,31,81
chattagram,2001,36,28,32,82
chattagram,2001,37,28,33,81
chattagram,2001,38,27,115,84
chattagram,2001,39,29,41,78
chattagram,2001,40,29,93,79
chattagram,2001,41,29,59,79
chattagram,2001,42,29,54,79
chattagram,2001,43,28,15,78
chattagram,2001,44,27,25,82
chattagram,2001,45,26,12,83
chattagram,2001,46,26,65,81
chattagram,2001,47,25,0,75
chattagram,2001,48,24,0,66
chattagram,2001,49,23,0,72
chattagram,2001,50,22,0,68
chattagram,2001,51,22,0,73
chattagram,2001,52,22,0,71
chattagram,2002,1,20,0,75
chattagram,2002,2,18,0,73
chattagram,2002,3,19,0,72
chattagram,2002,4,19,0,71
chattagram,2002,5,20,0,82
chattagram,2002,6,21,0,69
chattagram,2002,7,22,0,70
chattagram,2002,8,24,12,77
chattagram,2002,9,25,0,73
chattagram,2002,10,24,0,59
chattagram,2002,11,26,0,65
chattagram,2002,12,27,0,70
chattagram,2002,13,27,1,78
chattagram,2002,14,29,0,70
chattagram,2002,15,28,23,76
chattagram,2002,16,28,0,71
chattagram,2002,17,29,0,73
chattagram,2002,18,27,92,76
chattagram,2002,19,26,316,80
chattagram,2002,20,29,1,76
chattagram,2002,21,28,27,78
chattagram,2002,22,29,13,77
chattagram,2002,23,27,171,83
chattagram,2002,24,28,138,79
chattagram,2002,25,27,354,85
chattagram,2002,26,29,104,79
chattagram,2002,27,28,109,77
chattagram,2002,28,28,60,82
chattagram,2002,29,28,102,84
chattagram,2002,30,28,78,84
chattagram,2002,31,28,139,85
chattagram,2002,32,29,41,80
chattagram,2002,33,28,42,81
chattagram,2002,34,29,7,79
chattagram,2002,35,29,50,82
chattagram,2002,36,28,35,82
chattagram,2002,37,29,16,80
chattagram,2002,38,27,125,84
chattagram,2002,39,29,48,79
chattagram,2002,40,29,93,80
chattagram,2002,41,29,54,78
chattagram,2002,42,28,41,80
chattagram,2002,43,29,22,77
chattagram,2002,44,27,36,83
chattagram,2002,45,27,2,82
chattagram,2002,46,26,75,83
chattagram,2002,47,26,0,74
chattagram,2002,48,24,0,68
chattagram,2002,49,23,0,71
chattagram,2002,50,23,0,68
chattagram,2002,51,22,0,73
chattagram,2002,52,22,0,71
chattagram,2003,1,21,0,73
chattagram,2003,2,18,0,73
chattagram,2003,3,19,0,72
chattagram,2003,4,20,0,72
chattagram,2003,5,20,0,81
chattagram,2003,6,21,0,70
chattagram,2003,7,22,0,70
chattagram,2003,8,24,12,77
chattagram,2003,9,25,0,75
chattagram,2003,10,24,0,59
chattagram,2003,11,25,0,63
chattagram,2003,12,27,0,70
chattagram,2003,13,27,1,77
chattagram,2003,14,28,0,70
chattagram,2003,15,29,0,77
chattagram,2003,16,28,23,70
chattagram,2003,17,29,0,73
chattagram,2003,18,27,50,75
chattagram,2003,19,26,257,79
chattagram,2003,20,28,102,78
chattagram,2003,21,28,27,78
chattagram,2003,22,29,13,77
chattagram,2003,23,27,157,83
chattagram,2003,24,28,85,77
chattagram,2003,25,27,395,86
chattagram,2003,26,29,104,78
chattagram,2003,27,28,135,79
chattagram,2003,28,28,18,79
chattagram,2003,29,28,94,84
chattagram,2003,30,28,113,85
chattagram,2003,31,28,154,85
chattagram,2003,32,28,41,81
chattagram,2003,33,28,42,81
chattagram,2003,34,29,0,77
chattagram,2003,35,29,57,82
chattagram,2003,36,28,34,81
chattagram,2003,37,28,17,81
chattagram,2003,38,27,125,83
chattagram,2003,39,29,46,80
chattagram,2003,40,29,95,79
chattagram,2003,41,29,22,78
chattagram,2003,42,28,44,79
chattagram,2003,43,29,47,77
chattagram,2003,44,26,36,84
chattagram,2003,45,27,5,81
chattagram,2003,46,26,76,83
chattagram,2003,47,26,0,75
chattagram,2003,48,25,0,71
chattagram,2003,49,23,0,69
chattagram,2003,50,23,0,68
chattagram,2003,51,22,0,73
chattagram,2003,52,22,0,73
chattagram,2004,1,22,0,73
chattagram,2004,2,18,0,73
chattagram,2004,3,18,0,72
chattagram,2004,4,20,0,72
chattagram,2004,5,19,0,78
chattagram,2004,6,22,0,72
chattagram,2004,7,21,0,69
chattagram,2004,8,24,0,77
chattagram,2004,9,25,12,78
chattagram,2004,10,25,0,60
chattagram,2004,11,25,0,59
chattagram,2004,12,27,0,70
chattagram,2004,13,27,1,77
chattagram,2004,14,28,0,73
chattagram,2004,15,29,0,74
chattagram,2004,16,28,23,71
chattagram,2004,17,29,0,74
chattagram,2004,18,28,23,72
chattagram,2004,19,26,152,80
chattagram,2004,20,27,234,79
chattagram,2004,21,29,4,76
chattagram,2004,22,29,23,78
chattagram,2004,23,27,124,81
chattagram,2004,24,28,60,78
chattagram,2004,25,27,436,86
chattagram,2004,26,29,108,79
chattagram,2004,27,28,160,80
chattagram,2004,28,29,17,77
chattagram,2004,29,28,63,81
chattagram,2004,30,27,106,86
chattagram,2004,31,28,165,85
chattagram,2004,32,28,60,82
chattagram,2004,33,28,52,80
chattagram,2004,34,29,0,78
chattagram,2004,35,29,47,82
chattagram,2004,36,29,42,80
chattagram,2004,37,28,14,83
chattagram,2004,38,28,118,83
chattagram,2004,39,29,42,80
chattagram,2004,40,29,81,78
chattagram,2004,41,29,33,79
chattagram,2004,42,29,57,79
chattagram,2004,43,29,53,78
chattagram,2004,44,27,36,82
chattagram,2004,45,27,4,81
chattagram,2004,46,26,77,85
chattagram,2004,47,26,0,76
chattagram,2004,48,25,0,74
chattagram,2004,49,23,0,66
chattagram,2004,50,23,0,69
chattagram,2004,51,22,0,71
chattagram,2004,52,22,0,75
chattagram,2004,53,22,0,71
chattagram,2005,1,19,0,75
chattagram,2005,2,18,0,71
chattagram,2005,3,20,0,72
chattagram,2005,4,19,0,73
chattagram,2005,5,22,0,79
chattagram,2005,6,21,0,69
chattagram,2005,7,23,0,73
chattagram,2005,8,24,12,77
chattagram,2005,9,25,0,63
chattagram,2005,10,25,0,58
chattagram,2005,11,27,0,70
chattagram,2005,12,27,1,75
chattagram,2005,13,28,0,75
chattagram,2005,14,29,0,72
chattagram,2005,15,28,23,73
chattagram,2005,16,29,0,72
chattagram,2005,17,29,23,72
chattagram,2005,18,26,147,80
chattagram,2005,19,27,239,79
chattagram,2005,20,29,4,76
chattagram,2005,21,28,23,78
chattagram,2005,22,28,112,80
chattagram,2005,23,28,72,78
chattagram,2005,24,27,383,85
chattagram,2005,25,28,161,81
chattagram,2005,26,28,160,80
chattagram,2005,27,29,8,76
chattagram,2005,28,28,69,82
chattagram,2005,29,28,107,86
chattagram,2005,30,28,93,84
chattagram,2005,31,28,117,83
chattagram,2005,32,28,53,81
chattagram,2005,33,29,16,78
chattagram,2005,34,29,47,82
chattagram,2005,35,29,42,81
chattagram,2005,36,28,3,83
chattagram,2005,37,28,119,82
chattagram,2005,38,28,50,81
chattagram,2005,39,29,41,78
chattagram,2005,40,29,72,79
chattagram,2005,41,29,60,79
chattagram,2005,42,29,53,79
chattagram,2005,43,27,22,80
chattagram,2005,44,27,18,81
chattagram,2005,45,26,77,86
chattagram,2005,46,26,0,77
chattagram,2005,47,25,0,74
chattagram,2005,48,24,0,65
chattagram,2005,49,23,0,71
chattagram,2005,50,22,0,70
chattagram,2005,51,22,0,75
chattagram,2005,52,22,0,70
chattagram,2006,1,20,0,76
chattagram,2006,2,18,0,71
chattagram,2006,3,20,0,73
chattagram,2006,4,19,0,72
chattagram,2006,5,21,0,81
chattagram,2006,6,21,0,70
chattagram,2006,7,23,0,71
chattagram,2006,8,24,12,77
chattagram,2006,9,25,0,66
chattagram,2006,10,25,0,59
chattagram,2006,11,26,0,70
chattagram,2006,12,27,0,72
chattagram,2006,13,27,1,76
chattagram,2006,14,29,0,71
chattagram,2006,15,28,23,74
chattagram,2006,16,29,0,72
chattagram,2006,17,29,18,73
chattagram,2006,18,26,83,77
chattagram,2006,19,26,308,80
chattagram,2006,20,29,4,75
chattagram,2006,21,28,23,78
chattagram,2006,22,28,93,79
chattagram,2006,23,28,91,80
chattagram,2006,24,27,357,83
chattagram,2006,25,28,161,82
chattagram,2006,26,28,186,81
chattagram,2006,27,29,1,76
chattagram,2006,28,28,75,81
chattagram,2006,29,28,106,85
chattagram,2006,30,28,72,84
chattagram,2006,31,28,138,84
chattagram,2006,32,29,47,81
chattagram,2006,33,29,24,78
chattagram,2006,34,29,32,82
chattagram,2006,35,29,56,80
chattagram,2006,36,28,4,83
chattagram,2006,37,28,49,81
chattagram,2006,38,28,113,83
chattagram,2006,39,29,48,78
chattagram,2006,40,29,72,79
chattagram,2006,41,29,60,79
chattagram,2006,42,29,53,79
chattagram,2006,43,28,21,79
chattagram,2006,44,27,19,81
chattagram,2006,45,25,71,86
chattagram,2006,46,26,6,78
chattagram,2006,47,25,0,75
chattagram,2006,48,24,0,66
chattagram,2006,49,23,0,72
chattagram,2006,50,22,0,68
chattagram,2006,51,22,0,74
chattagram,2006,52,22,0,70
chattagram,2007,1,20,0,76
chattagram,2007,2,18,0,72
chattagram,2007,3,19,0,72
chattagram,2007,4,19,0,71
chattagram,2007,5,21,0,81
chattagram,2007,6,21,0,71
chattagram,2007,7,23,0,69
chattagram,2007,8,24,12,78
chattagram,2007,9,26,0,68
chattagram,2007,10,24,0,60
chattagram,2007,11,26,0,68
chattagram,2007,12,27,0,71
chattagram,2007,13,27,1,78
chattagram,2007,14,29,0,70
chattagram,2007,15,28,23,75
chattagram,2007,16,29,0,72
chattagram,2007,17,29,3,72
chattagram,2007,18,26,98,76
chattagram,2007,19,26,308,80
chattagram,2007,20,29,0,76
chattagram,2007,21,28,27,78
chattagram,2007,22,29,20,78
chattagram,2007,23,27,164,82
chattagram,2007,24,27,278,81
chattagram,2007,25,28,240,83
chattagram,2007,26,28,111,80
chattagram,2007,27,29,76,75
chattagram,2007,28,28,75,83
chattagram,2007,29,28,104,85
chattagram,2007,30,28,67,84
chattagram,2007,31,28,142,84
chattagram,2007,32,29,46,80
chattagram,2007,33,29,28,80
chattagram,2007,34,29,29,80
chattagram,2007,35,29,31,81
chattagram,2007,36,28,32,82
chattagram,2007,37,28,33,81
chattagram,2007,38,27,115,84
chattagram,2007,39,29,41,78
chattagram,2007,40,29,93,79
chattagram,2007,41,29,59,79
chattagram,2007,42,29,54,79
chattagram,2007,43,28,15,78
chattagram,2007,44,27,25,82
chattagram,2007,45,26,12,83
chattagram,2007,46,26,65,81
chattagram,2007,47,25,0,75
chattagram,2007,48,24,0,66
chattagram,2007,49,23,0,72
chattagram,2007,50,22,0,68
chattagram,2007,51,22,0,73
chattagram,2007,52,22,0,71
chattagram,2008,1,20,0,76
chattagram,2008,2,21,0,78
chattagram,2008,3,20,0,77
chattagram,2008,4,20,64,79
chattagram,2008,5,18,1,67
chattagram,2008,6,21,0,75
chattagram,2008,7,20,6,61
chattagram,2008,8,22,0,69
chattagram,2008,9,23,0,72
chattagram,2008,10,24,0,78
chattagram,2008,11,26,0,82
chattagram,2008,12,26,6,82
chattagram,2008,13,27,0,77
chattagram,2008,14,27,0,68
chattagram,2008,15,28,0,68
chattagram,2008,16,29,1,79
chattagram,2008,17,29,0,79
chattagram,2008,18,30,3,75
chattagram,2008,19,29,74,76
chattagram,2008,20,28,66,80
chattagram,2008,21,29,87,77
chattagram,2008,22,29,14,81
chattagram,2008,23,28,59,81
chattagram,2008,24,29,38,81
chattagram,2008,25,27,394,89
chattagram,2008,26,28,47,84
chattagram,2008,27,26,474,91
chattagram,2008,28,27,145,87
chattagram,2008,29,27,278,90
chattagram,2008,30,28,46,86
chattagram,2008,31,28,20,82
chattagram,2008,32,28,17,84
chattagram,2008,33,27,193,90
chattagram,2008,34,28,266,87
chattagram,2008,35,27,355,91
chattagram,2008,36,27,40,88
chattagram,2008,37,29,7,83
chattagram,2008,38,28,71,84
chattagram,2008,39,27,113,87
chattagram,2008,40,28,63,84
chattagram,2008,41,28,23,84
chattagram,2008,42,30,0,77
chattagram,2008,43,27,49,84
chattagram,2008,44,26,55,78
chattagram,2008,45,26,31,80
chattagram,2008,46,25,0,76
chattagram,2008,47,24,0,72
chattagram,2008,48,23,0,75
chattagram,2008,49,23,0,75
chattagram,2008,50,24,0,77
chattagram,2008,51,21,0,86
chattagram,2008,52,20,0,80
chattagram,2009,1,20,0,69
chattagram,2009,2,21,0,69
chattagram,2009,3,20,0,71
chattagram,2009,4,21,0,77
chattagram,2009,5,22,0,71
chattagram,2009,6,22,0,63
chattagram,2009,7,23,2,66
chattagram,2009,8,24,0,62
chattagram,2009,9,25,0,81
chattagram,2009,10,26,0,76
chattagram,2009,11,27,0,65
chattagram,2009,12,27,0,72
chattagram,2009,13,27,3,73
chattagram,2009,14,27,42,77
chattagram,2009,15,29,0,78
chattagram,2009,16,29,72,82
chattagram,2009,17,30,0,81
chattagram,2009,18,28,62,78
chattagram,2009,19,30,12,78
chattagram,2009,20,29,68,75
chattagram,2009,21,29,33,79
chattagram,2009,22,29,198,85
chattagram,2009,23,28,159,83
chattagram,2009,24,29,95,84
chattagram,2009,25,30,7,81
chattagram,2009,26,29,20,81
chattagram,2009,27,27,358,88
chattagram,2009,28,27,254,90
chattagram,2009,29,29,56,83
chattagram,2009,30,29,12,82
chattagram,2009,31,27,828,93
chattagram,2009,32,29,30,85
chattagram,2009,33,28,35,86
chattagram,2009,34,27,404,91
chattagram,2009,35,28,46,86
chattagram,2009,36,29,7,82
chattagram,2009,37,28,55,85
chattagram,2009,38,28,156,87
chattagram,2009,39,28,61,85
chattagram,2009,40,28,45,85
chattagram,2009,41,28,165,86
chattagram,2009,42,28,92,85
chattagram,2009,43,27,0,75
chattagram,2009,44,27,0,73
chattagram,2009,45,28,0,75
chattagram,2009,46,27,0,71
chattagram,2009,47,25,17,79
chattagram,2009,48,22,0,72
chattagram,2009,49,23,0,74
chattagram,2009,50,21,0,83
chattagram,2009,51,22,0,71
chattagram,2009,52,20,0,66
chattagram,2009,53,19,0,76
chattagram,2010,1,20,0,73
chattagram,2010,2,19,0,73
chattagram,2010,3,19,0,78
chattagram,2010,4,21,0,63
chattagram,2010,5,21,0,58
chattagram,2010,6,23,0,61
chattagram,2010,7,24,0,62
chattagram,2010,8,24,8,72
chattagram,2010,9,26,0,83
chattagram,2010,10,28,0,64
chattagram,2010,11,28,0,65
chattagram,2010,12,28,0,80
chattagram,2010,13,28,54,84
chattagram,2010,14,29,0,80
chattagram,2010,15,29,1,75
chattagram,2010,16,29,0,77
chattagram,2010,17,30,31,76
chattagram,2010,18,30,19,75
chattagram,2010,19,30,15,77
chattagram,2010,20,29,98,84
chattagram,2010,21,28,189,85
chattagram,2010,22,28,91,85
chattagram,2010,23,29,83,84
chattagram,2010,24,27,372,90
chattagram,2010,25,29,119,86
chattagram,2010,26,29,109,83
chattagram,2010,27,28,24,84
chattagram,2010,28,29,176,85
chattagram,2010,29,29,14,83
chattagram,2010,30,29,83,84
chattagram,2010,31,29,6,83
chattagram,2010,32,28,111,88
chattagram,2010,33,28,183,87
chattagram,2010,34,29,168,86
chattagram,2010,35,29,0,84
chattagram,2010,36,29,23,83
chattagram,2010,37,28,27,85
chattagram,2010,38,28,15,85
chattagram,2010,39,29,51,81
chattagram,2010,40,27,241,89
chattagram,2010,41,29,28,80
chattagram,2010,42,29,17,83
chattagram,2010,43,28,8,79
chattagram,2010,44,28,38,80
chattagram,2010,45,26,0,77
chattagram,2010,46,25,0,79
chattagram,2010,47,24,0,74
chattagram,2010,48,23,0,76
chattagram,2010,49,24,19,77
chattagram,2010,50,20,0,69
chattagram,2010,51,19,0,71
chattagram,2010,52,19,0,77
chattagram,2011,1,19,0,73
chattagram,2011,2,17,0,72
chattagram,2011,3,18,0,67
chattagram,2011,4,21,0,60
chattagram,2011,5,21,0,66
chattagram,2011,6,22,0,70
chattagram,2011,7,23,0,76
chattagram,2011,8,24,0,60
chattagram,2011,9,26,0,54
chattagram,2011,10,26,0,62
chattagram,2011,11,25,5,73
chattagram,2011,12,26,0,78
chattagram,2011,13,25,112,81
chattagram,2011,14,27,0,73
chattagram,2011,15,28,0,80
chattagram,2011,16,28,11,78
chattagram,2011,17,27,40,77
chattagram,2011,18,28,61,79
chattagram,2011,19,29,47,78
chattagram,2011,20,28,83,81
chattagram,2011,21,28,76,84
chattagram,2011,22,29,29,83
chattagram,2011,23,28,112,84
chattagram,2011,24,28,150,86
chattagram,2011,25,28,41,86
chattagram,2011,26,27,427,91
chattagram,2011,27,29,4,81
chattagram,2011,28,29,4,82
chattagram,2011,29,27,233,89
chattagram,2011,30,29,52,83
chattagram,2011,31,27,323,90
chattagram,2011,32,27,329,89
chattagram,2011,33,28,52,86
chattagram,2011,34,28,90,85
chattagram,2011,35,28,28,83
chattagram,2011,36,27,424,87
chattagram,2011,37,27,250,89
chattagram,2011,38,28,30,83
chattagram,2011,39,28,68,85
chattagram,2011,40,28,13,84
chattagram,2011,41,29,0,79
chattagram,2011,42,27,17,83
chattagram,2011,43,27,0,75
chattagram,2011,44,25,0,75
chattagram,2011,45,24,0,78
chattagram,2011,46,24,0,74
chattagram,2011,47,24,0,72
chattagram,2011,48,23,0,77
chattagram,2011,49,23,0,77
chattagram,2011,50,20,0,70
chattagram,2011,51,16,0,87
chattagram,2011,52,23,0,71
chattagram,2012,1,22,0,74
chattagram,2012,2,20,0,69
chattagram,2012,3,19,0,75
chattagram,2012,4,20,0,59
chattagram,2012,5,21,0,55
chattagram,2012,6,22,0,59
chattagram,2012,7,24,0,55
chattagram,2012,8,23,0,72
chattagram,2012,9,24,30,81
chattagram,2012,10,26,0,78
chattagram,2012,11,26,0,61
chattagram,2012,12,27,0,81
chattagram,2012,13,27,0,78
chattagram,2012,14,27,8,80
chattagram,2012,15,25,99,78
chattagram,2012,16,28,6,82
chattagram,2012,17,29,33,81
chattagram,2012,18,27,165,78
chattagram,2012,19,29,0,79
chattagram,2012,20,29,60,81
chattagram,2012,21,31,0,81
chattagram,2012,22,29,124,84
chattagram,2012,23,29,116,84
chattagram,2012,24,28,216,87
chattagram,2012,25,28,286,88
chattagram,2012,26,28,605,87
chattagram,2012,27,28,46,85
chattagram,2012,28,28,291,88
chattagram,2012,29,28,175,89
chattagram,2012,30,27,249,91
chattagram,2012,31,27,52,88
chattagram,2012,32,27,113,88
chattagram,2012,33,28,64,87
chattagram,2012,34,29,59,86
chattagram,2012,35,29,39,85
chattagram,2012,36,28,68,86
chattagram,2012,37,28,23,87
chattagram,2012,38,29,7,84
chattagram,2012,39,29,70,86
chattagram,2012,40,27,463,90
chattagram,2012,41,27,173,88
chattagram,2012,42,28,0,85
chattagram,2012,43,26,0,76
chattagram,2012,44,27,0,83
chattagram,2012,45,25,3,80
chattagram,2012,46,24,0,79
chattagram,2012,47,24,0,74
chattagram,2012,48,21,0,74
chattagram,2012,49,20,0,81
chattagram,2012,50,21,0,80
chattagram,2012,51,19,0,80
chattagram,2012,52,16,0,84
chattagram,2013,1,19,0,76
chattagram,2013,2,16,0,73
chattagram,2013,3,19,0,74
chattagram,2013,4,19,0,65
chattagram,2013,5,19,0,77
chattagram,2013,6,23,0,65
chattagram,2013,7,23,0,62
chattagram,2013,8,23,0,67
chattagram,2013,9,25,0,56
chattagram,2013,10,24,0,72
chattagram,2013,11,26,0,82
chattagram,2013,12,26,3,80
chattagram,2013,13,27,0,83
chattagram,2013,14,29,0,81
chattagram,2013,15,28,0,81
chattagram,2013,16,27,51,75
chattagram,2013,17,28,7,75
chattagram,2013,18,28,174,83
chattagram,2013,19,27,267,86
chattagram,2013,20,28,93,85
chattagram,2013,21,26,219,90
chattagram,2013,22,28,28,84
chattagram,2013,23,28,13,84
chattagram,2013,24,29,65,83
chattagram,2013,25,30,36,80
chattagram,2013,26,27,391,93
chattagram,2013,27,28,75,85
chattagram,2013,28,29,50,82
chattagram,2013,29,29,22,84
chattagram,2013,30,28,202,87
chattagram,2013,31,28,63,83
chattagram,2013,32,28,15,85
chattagram,2013,33,27,82,88
chattagram,2013,34,28,78,86
chattagram,2013,35,28,105,87
chattagram,2013,36,27,54,88
chattagram,2013,37,28,76,85
