district,year,week,temp,rainfall,humidity
chattagram,1960,52,22,0,76
chattagram,1961,1,21,0,71
chattagram,1961,2,19,0,67
chattagram,1961,3,19,0,77
chattagram,1961,4,21,0,76
chattagram,1961,5,22,4,80
chattagram,1961,6,20,1,69
chattagram,1961,7,19,0,64
chattagram,1961,8,22,0,69
chattagram,1961,9,24,1,81
chattagram,1961,10,25,0,85
chattagram,1961,11,26,0,83
chattagram,1961,12,27,12,83
chattagram,1961,13,27,2,85
chattagram,1961,14,28,0,80
chattagram,1961,15,29,0,80
chattagram,1961,16,28,35,83
chattagram,1961,17,29,0,83
chattagram,1961,18,29,7,77
chattagram,1961,19,30,11,79
chattagram,1961,20,30,15,81
chattagram,1961,21,29,23,87
chattagram,1961,22,28,176,93
chattagram,1961,23,27,301,93
chattagram,1961,24,26,432,90
chattagram,1961,25,29,15,82
chattagram,1961,26,29,102,84
chattagram,1961,27,26,306,96
chattagram,1961,28,26,567,95
chattagram,1961,29,27,22,88
chattagram,1961,30,28,265,87
chattagram,1961,31,27,645,94
chattagram,1961,32,28,81,88
chattagram,1961,33,28,9,86
chattagram,1961,34,28,131,87
chattagram,1961,35,27,95,91
chattagram,1961,36,27,14,86
chattagram,1961,37,28,32,83
chattagram,1961,38,27,36,87
chattagram,1961,39,27,28,83
chattagram,1961,40,28,16,82
chattagram,1961,41,28,35,84
chattagram,1961,42,28,64,84
chattagram,1961,43,26,217,84
chattagram,1961,44,27,0,80
chattagram,1961,45,24,2,81
chattagram,1961,46,23,0,73
chattagram,1961,47,21,0,72
chattagram,1961,48,21,0,73
chattagram,1961,49,20,0,75
chattagram,1961,50,19,0,70
chattagram,1961,51,18,0,72
chattagram,1961,52,19,0,73
chattagram,1962,1,17,0,70
chattagram,1962,2,19,0,74
chattagram,1962,3,17,0,67
chattagram,1962,4,20,6,70
chattagram,1962,5,19,0,71
chattagram,1962,6,21,0,73
chattagram,1962,7,22,0,69
chattagram,1962,8,23,0,71
chattagram,1962,9,23,42,75
chattagram,1962,10,24,3,77
chattagram,1962,11,25,0,67
chattagram,1962,12,27,0,73
chattagram,1962,13,28,254,80
chattagram,1962,14,28,19,86
chattagram,1962,15,28,0,85
chattagram,1962,16,28,1,78
chattagram,1962,17,27,9,76
chattagram,1962,18,27,48,82
chattagram,1962,19,28,0,77
chattagram,1962,20,30,5,80
chattagram,1962,21,30,68,83
chattagram,1962,22,29,122,85
chattagram,1962,23,27,268,89
chattagram,1962,24,26,185,90
chattagram,1962,25,27,180,86
chattagram,1962,26,27,72,88
chattagram,1962,27,29,1,82
chattagram,1962,28,29,49,85
chattagram,1962,29,28,126,91
chattagram,1962,30,27,329,94
chattagram,1962,31,28,9,90
chattagram,1962,32,28,29,89
chattagram,1962,33,27,91,92
chattagram,1962,34,27,142,90
chattagram,1962,35,28,18,85
chattagram,1962,36,29,27,84
chattagram,1962,37,28,117,85
chattagram,1962,38,28,57,87
chattagram,1962,39,28,24,86
chattagram,1962,40,28,73,85
chattagram,1962,41,27,57,82
chattagram,1962,42,27,0,81
chattagram,1962,43,27,18,85
chattagram,1962,44,24,130,87
chattagram,1962,45,24,0,79
chattagram,1962,46,24,0,78
chattagram,1962,47,23,0,81
chattagram,1962,48,21,0,77
chattagram,1962,49,22,0,77
chattagram,1962,50,20,0,75
chattagram,1962,51,19,0,79
chattagram,1962,52,19,0,75
chattagram,1963,1,17,0,70
chattagram,1963,2,19,0,71
chattagram,1963,3,19,0,66
chattagram,1963,4,20,0,72
chattagram,1963,5,20,0,67
chattagram,1963,6,21,0,73
chattagram,1963,7,23,0,80
chattagram,1963,8,25,0,63
chattagram,1963,9,24,0,66
chattagram,1963,10,25,0,98
chattagram,1963,11,25,27,76
chattagram,1963,12,26,3,78
chattagram,1963,13,27,0,65
chattagram,1963,14,27,0,84
chattagram,1963,15,26,23,79
chattagram,1963,16,26,17,83
chattagram,1963,17,28,19,78
chattagram,1963,18,26,83,80
chattagram,1963,19,26,50,86
chattagram,1963,20,28,73,79
chattagram,1963,21,31,8,86
chattagram,1963,22,37,2,100
chattagram,1963,23,29,156,98
chattagram,1963,24,26,421,97
chattagram,1963,25,27,274,97
chattagram,1963,26,29,13,93
chattagram,1963,27,27,90,96
chattagram,1963,28,27,674,98
chattagram,1963,29,27,139,95
chattagram,1963,30,27,54,95
chattagram,1963,31,28,28,94
chattagram,1963,32,27,113,95
chattagram,1963,33,28,109,94
chattagram,1963,34,28,16,94
chattagram,1963,35,28,8,92
chattagram,1963,36,29,24,91
chattagram,1963,37,29,68,89
chattagram,1963,38,27,14,84
chattagram,1963,39,28,2,82
chattagram,1963,40,28,12,83
chattagram,1963,41,28,148,86
chattagram,1963,42,28,1,79
chattagram,1963,43,25,61,89
chattagram,1963,44,26,3,84
chattagram,1963,45,25,0,80
chattagram,1963,46,23,0,81
chattagram,1963,47,23,0,80
chattagram,1963,48,23,0,81
chattagram,1963,49,21,0,79
chattagram,1963,50,22,0,80
chattagram,1963,51,20,0,78
chattagram,1963,52,19,0,80
chattagram,1964,1,20,0,76
chattagram,1964,2,20,0,78
chattagram,1964,3,20,0,69
chattagram,1964,4,20,3,76
chattagram,1964,5,18,0,58
chattagram,1964,6,20,1,71
chattagram,1964,7,22,0,59
chattagram,1964,8,24,0,77
chattagram,1964,9,25,2,82
chattagram,1964,10,26,0,83
chattagram,1964,11,26,0,69
chattagram,1964,12,27,0,79
chattagram,1964,13,28,0,80
chattagram,1964,14,28,4,80
chattagram,1964,15,28,22,79
chattagram,1964,16,26,139,81
chattagram,1964,17,28,32,80
chattagram,1964,18,28,26,86
chattagram,1964,19,28,1,81
chattagram,1964,20,28,67,78
chattagram,1964,21,28,76,80
chattagram,1964,22,29,26,77
chattagram,1964,23,28,38,82
chattagram,1964,24,28,119,88
chattagram,1964,25,28,57,85
chattagram,1964,26,27,42,87
chattagram,1964,27,28,187,87
chattagram,1964,28,26,404,93
chattagram,1964,29,27,415,89
chattagram,1964,30,27,74,85
chattagram,1964,31,26,252,92
chattagram,1964,32,29,6,81
chattagram,1964,33,27,186,88
chattagram,1964,34,26,258,91
chattagram,1964,35,28,81,86
chattagram,1964,36,27,190,91
chattagram,1964,37,29,17,82
chattagram,1964,38,28,60,85
chattagram,1964,39,29,22,83
chattagram,1964,40,28,82,85
chattagram,1964,41,27,102,86
chattagram,1964,42,28,0,83
chattagram,1964,43,26,84,90
chattagram,1964,44,27,3,81
chattagram,1964,45,25,0,77
chattagram,1964,46,25,1,81
chattagram,1964,47,25,9,80
chattagram,1964,48,24,9,81
chattagram,1964,49,22,0,75
chattagram,1964,50,22,0,77
chattagram,1964,51,20,0,69
chattagram,1964,52,21,0,78
chattagram,1964,53,20,0,72
chattagram,1965,1,19,0,71
chattagram,1965,2,19,0,76
chattagram,1965,3,20,0,73
chattagram,1965,4,20,0,70
chattagram,1965,5,21,68,79
chattagram,1965,6,20,3,70
chattagram,1965,7,21,0,73
chattagram,1965,8,22,0,65
chattagram,1965,9,23,11,77
chattagram,1965,10,25,0,73
chattagram,1965,11,26,0,71
chattagram,1965,12,24,20,73
chattagram,1965,13,25,0,74
chattagram,1965,14,27,0,77
chattagram,1965,15,28,0,80
chattagram,1965,16,28,5,81
chattagram,1965,17,30,0,79
chattagram,1965,18,28,100,81
chattagram,1965,19,28,43,83
chattagram,1965,20,30,25,76
chattagram,1965,21,29,13,81
chattagram,1965,22,27,97,88
chattagram,1965,23,30,7,82
chattagram,1965,24,26,217,91
chattagram,1965,25,27,100,89
chattagram,1965,26,26,300,90
chattagram,1965,27,26,395,94
chattagram,1965,28,28,0,77
chattagram,1965,29,28,38,84
chattagram,1965,30,26,444,93
chattagram,1965,31,26,329,93
chattagram,1965,32,25,132,95
chattagram,1965,33,27,96,86
chattagram,1965,34,27,59,86
chattagram,1965,35,28,47,83
chattagram,1965,36,27,152,89
chattagram,1965,37,28,0,81
chattagram,1965,38,28,4,83
chattagram,1965,39,28,35,83
chattagram,1965,40,27,35,84
chattagram,1965,41,28,6,81
chattagram,1965,42,27,30,86
chattagram,1965,43,26,71,85
chattagram,1965,44,26,0,84
chattagram,1965,45,25,0,79
chattagram,1965,46,23,0,77
chattagram,1965,47,23,0,76
chattagram,1965,48,23,0,80
chattagram,1965,49,22,0,79
chattagram,1965,50,22,0,77
chattagram,1965,51,22,0,75
chattagram,1965,52,22,0,73
chattagram,1966,1,20,0,84
chattagram,1966,2,20,0,74
chattagram,1966,3,19,0,73
chattagram,1966,4,20,0,73
chattagram,1966,5,20,0,74
chattagram,1966,6,22,0,82
chattagram,1966,7,23,0,73
chattagram,1966,8,24,0,75
chattagram,1966,9,25,0,81
chattagram,1966,10,25,0,60
chattagram,1966,11,25,28,78
chattagram,1966,12,25,0,82
chattagram,1966,13,28,0,82
chattagram,1966,14,29,0,82
chattagram,1966,15,29,0,82
chattagram,1966,16,29,0,81
chattagram,1966,17,30,0,81
chattagram,1966,18,29,57,82
chattagram,1966,19,29,54,83
chattagram,1966,20,30,0,79
chattagram,1966,21,30,62,78
chattagram,1966,22,29,4,81
chattagram,1966,23,27,68,90
chattagram,1966,24,27,157,89
chattagram,1966,25,26,211,92
chattagram,1966,26,27,100,93
chattagram,1966,27,28,55,86
chattagram,1966,28,28,8,83
chattagram,1966,29,28,19,82
chattagram,1966,30,27,138,89
chattagram,1966,31,27,91,88
chattagram,1966,32,27,178,89
chattagram,1966,33,28,43,86
chattagram,1966,34,27,280,90
chattagram,1966,35,27,29,84
chattagram,1966,36,28,93,83
chattagram,1966,37,26,264,90
chattagram,1966,38,28,23,82
chattagram,1966,39,27,92,84
chattagram,1966,40,28,0,85
chattagram,1966,41,26,177,91
chattagram,1966,42,27,1,81
chattagram,1966,43,27,0,80
chattagram,1966,44,25,0,79
chattagram,1966,45,24,0,75
chattagram,1966,46,26,0,77
chattagram,1966,47,26,0,82
chattagram,1966,48,23,1,71
chattagram,1966,49,21,4,77
chattagram,1966,50,20,95,85
chattagram,1966,51,19,0,74
chattagram,1966,52,19,0,77
chattagram,1967,1,23,14,85
chattagram,1967,2,21,2,82
chattagram,1967,3,20,0,75
chattagram,1967,4,20,0,78
chattagram,1967,5,19,0,69
chattagram,1967,6,22,0,88
chattagram,1967,7,23,0,79
chattagram,1967,8,24,0,77
chattagram,1967,9,23,0,73
chattagram,1967,10,25,0,76
chattagram,1967,11,25,25,79
chattagram,1967,12,25,3,71
chattagram,1967,13,27,1,78
chattagram,1967,14,29,0,69
chattagram,1967,15,28,0,78
chattagram,1967,16,25,99,82
chattagram,1967,17,26,28,80
chattagram,1967,18,28,58,80
chattagram,1967,19,29,0,77
chattagram,1967,20,29,6,75
chattagram,1967,21,28,27,82
chattagram,1967,22,31,0,80
chattagram,1967,23,28,41,88
chattagram,1967,24,27,126,89
chattagram,1967,25,28,52,83
chattagram,1967,26,29,3,80
chattagram,1967,27,27,66,89
chattagram,1967,28,27,195,87
chattagram,1967,29,28,26,84
chattagram,1967,30,28,20,82
chattagram,1967,31,28,93,85
chattagram,1967,32,27,327,89
chattagram,1967,33,28,28,84
chattagram,1967,34,27,74,86
chattagram,1967,35,27,93,85
chattagram,1967,36,27,81,88
chattagram,1967,37,28,17,83
chattagram,1967,38,28,6,81
chattagram,1967,39,26,176,90
chattagram,1967,40,28,46,82
chattagram,1967,41,26,127,86
chattagram,1967,42,27,0,80
chattagram,1967,43,26,45,80
chattagram,1967,44,24,0,74
chattagram,1967,45,23,0,74
chattagram,1967,46,22,0,74
chattagram,1967,47,22,0,75
chattagram,1967,48,21,0,74
chattagram,1967,49,21,0,77
chattagram,1967,50,21,0,75
chattagram,1967,51,20,0,73
chattagram,1967,52,21,0,78
chattagram,1968,1,20,0,74
chattagram,1968,2,20,7,76
chattagram,1968,3,18,0,68
chattagram,1968,4,19,0,68
chattagram,1968,5,19,0,67
chattagram,1968,6,21,0,74
chattagram,1968,7,21,0,71
chattagram,1968,8,23,11,73
chattagram,1968,9,24,0,72
chattagram,1968,10,25,0,72
chattagram,1968,11,26,3,73
chattagram,1968,12,22,267,78
chattagram,1968,13,24,118,71
chattagram,1968,14,25,5,77
chattagram,1968,15,27,4,80
chattagram,1968,16,29,1,77
chattagram,1968,17,29,0,76
chattagram,1968,18,30,2,71
chattagram,1968,19,29,13,79
chattagram,1968,20,26,150,81
chattagram,1968,21,28,104,82
chattagram,1968,22,28,107,79
chattagram,1968,23,27,71,83
chattagram,1968,24,25,321,90
chattagram,1968,25,27,147,87
chattagram,1968,26,28,33,82
chattagram,1968,27,28,250,85
chattagram,1968,28,27,796,93
chattagram,1968,29,28,14,82
chattagram,1968,30,29,6,80
chattagram,1968,31,27,113,87
chattagram,1968,32,28,16,86
chattagram,1968,33,27,95,88
chattagram,1968,34,28,34,84
chattagram,1968,35,27,135,86
chattagram,1968,36,28,45,86
chattagram,1968,37,28,39,83
chattagram,1968,38,28,0,80
chattagram,1968,39,28,13,82
chattagram,1968,40,28,24,81
chattagram,1968,41,27,45,83
chattagram,1968,42,27,0,78
chattagram,1968,43,26,8,85
chattagram,1968,44,25,16,81
chattagram,1968,45,24,0,72
chattagram,1968,46,25,0,80
chattagram,1968,47,24,0,74
chattagram,1968,48,24,0,77
chattagram,1968,49,24,0,78
chattagram,1968,50,22,0,78
chattagram,1968,51,21,0,77
chattagram,1968,52,20,0,77
chattagram,1969,1,19,1,70
chattagram,1969,2,19,0,73
chattagram,1969,3,18,20,70
chattagram,1969,4,19,0,69
chattagram,1969,5,20,0,71
chattagram,1969,6,21,0,75
chattagram,1969,7,22,0,62
chattagram,1969,8,22,0,62
chattagram,1969,9,24,3,73
chattagram,1969,10,25,0,73
chattagram,1969,11,27,0,78
chattagram,1969,12,24,117,78
chattagram,1969,13,27,0,80
chattagram,1969,14,27,0,81
chattagram,1969,15,29,0,76
chattagram,1969,16,27,218,81
chattagram,1969,17,28,24,82
chattagram,1969,18,27,18,78
chattagram,1969,19,27,84,78
chattagram,1969,20,27,203,80
chattagram,1969,21,27,321,83
chattagram,1969,22,27,439,85
chattagram,1969,23,28,211,90
chattagram,1969,24,28,92,85
chattagram,1969,25,27,163,89
chattagram,1969,26,28,126,84
chattagram,1969,27,28,233,88
chattagram,1969,28,27,103,89
chattagram,1969,29,27,339,92
chattagram,1969,30,29,5,81
chattagram,1969,31,27,199,88
chattagram,1969,32,27,148,91
chattagram,1969,33,27,160,90
chattagram,1969,34,26,161,89
chattagram,1969,35,29,66,83
chattagram,1969,36,29,44,83
chattagram,1969,37,28,9,84
chattagram,1969,38,29,14,81
chattagram,1969,39,26,189,89
chattagram,1969,40,28,7,81
chattagram,1969,41,27,22,85
chattagram,1969,42,27,0,79
chattagram,1969,43,26,2,78
chattagram,1969,44,26,0,77
chattagram,1969,45,27,2,79
chattagram,1969,46,25,31,83
chattagram,1969,47,22,0,75
chattagram,1969,48,21,0,72
chattagram,1969,49,21,0,75
chattagram,1969,50,22,0,79
chattagram,1969,51,20,0,76
chattagram,1969,52,19,0,74
chattagram,1970,1,18,0,73
chattagram,1970,2,19,0,73
chattagram,1970,3,20,1,70
chattagram,1970,4,19,0,70
chattagram,1970,5,19,0,68
chattagram,1970,6,21,0,63
chattagram,1970,7,21,0,64
chattagram,1970,8,22,20,76
chattagram,1970,9,25,0,82
chattagram,1970,10,24,0,74
chattagram,1970,11,26,1,80
chattagram,1970,12,27,0,73
chattagram,1970,13,27,1,77
chattagram,1970,14,27,2,77
chattagram,1970,15,28,3,78
chattagram,1970,16,28,35,81
chattagram,1970,17,29,0,81
chattagram,1970,18,30,0,78
chattagram,1970,19,29,11,79
chattagram,1970,20,30,0,78
chattagram,1970,21,27,134,81
chattagram,1970,22,28,13,82
chattagram,1970,23,28,178,87
chattagram,1970,24,29,3,82
chattagram,1970,25,28,72,89
chattagram,1970,26,28,56,88
chattagram,1970,27,28,59,84
chattagram,1970,28,27,452,91
chattagram,1970,29,28,70,88
chattagram,1970,30,26,391,92
chattagram,1970,31,27,76,87
chattagram,1970,32,27,44,87
chattagram,1970,33,28,81,87
chattagram,1970,34,28,84,84
chattagram,1970,35,27,186,89
chattagram,1970,36,27,44,86
chattagram,1970,37,27,129,86
chattagram,1970,38,28,14,86
chattagram,1970,39,28,136,84
chattagram,1970,40,26,111,89
chattagram,1970,41,27,54,84
chattagram,1970,42,28,0,82
chattagram,1970,43,26,123,86
chattagram,1970,44,26,93,86
chattagram,1970,45,26,26,85
chattagram,1970,46,24,125,86
chattagram,1970,47,22,0,75
chattagram,1970,48,21,0,74
chattagram,1970,49,21,0,77
chattagram,1970,50,21,0,74
chattagram,1970,51,20,0,74
chattagram,1970,52,19,0,78
chattagram,1970,53,19,0,73
chattagram,1971,1,20,0,78
chattagram,1971,2,20,0,77
chattagram,1971,3,20,0,71
chattagram,1971,4,20,10,74
chattagram,1971,5,19,0,64
chattagram,1971,6,21,0,71
chattagram,1971,7,22,0,67
chattagram,1971,8,24,0,67
chattagram,1971,9,24,0,59
chattagram,1971,10,25,0,61
chattagram,1971,11,27,0,66
chattagram,1971,12,27,0,76
chattagram,1971,13,27,0,76
chattagram,1971,14,29,0,74
chattagram,1971,15,30,0,72
chattagram,1971,16,28,0,71
chattagram,1971,17,28,2,71
chattagram,1971,18,28,27,75
chattagram,1971,19,27,30,79
chattagram,1971,20,30,4,72
chattagram,1971,21,30,2,75
chattagram,1971,22,29,53,81
chattagram,1971,23,26,378,95
chattagram,1971,24,29,25,77
chattagram,1971,25,27,333,87
chattagram,1971,26,27,156,87
chattagram,1971,27,28,18,83
chattagram,1971,28,27,285,88
chattagram,1971,29,26,396,93
chattagram,1971,30,26,199,91
chattagram,1971,31,27,99,87
chattagram,1971,32,27,127,89
chattagram,1971,33,27,248,86
chattagram,1971,34,27,130,88
chattagram,1971,35,28,118,82
chattagram,1971,36,27,19,86
chattagram,1971,37,29,2,81
chattagram,1971,38,29,60,79
chattagram,1971,39,28,48,82
chattagram,1971,40,28,33,81
chattagram,1971,41,29,14,78
chattagram,1971,42,28,0,78
chattagram,1971,43,26,11,82
chattagram,1971,44,24,71,88
chattagram,1971,45,24,62,85
chattagram,1971,46,24,52,81
chattagram,1971,47,24,43,78
chattagram,1971,48,24,32,74
chattagram,1971,49,24,22,71
chattagram,1971,50,24,12,67
chattagram,1971,51,24,3,65
chattagram,1971,52,21,0,71
chattagram,1972,1,21,0,73
chattagram,1972,2,21,0,72
chattagram,1972,3,22,0,72
chattagram,1972,4,22,0,71
chattagram,1972,5,22,2,76
chattagram,1972,6,18,0,64
chattagram,1972,7,20,0,63
chattagram,1972,8,21,0,72
chattagram,1972,9,22,0,67
chattagram,1972,10,24,0,75
chattagram,1972,11,25,0,78
chattagram,1972,12,27,0,82
chattagram,1972,13,27,0,77
chattagram,1972,14,26,36,78
chattagram,1972,15,26,7,77
chattagram,1972,16,28,29,79
chattagram,1972,17,29,15,80
chattagram,1972,18,29,15,80
chattagram,1972,19,30,0,75
chattagram,1972,20,29,0,77
chattagram,1972,21,28,0,80
chattagram,1972,22,30,0,78
chattagram,1972,23,30,2,83
chattagram,1972,24,26,435,90
chattagram,1972,25,27,9,84
chattagram,1972,26,29,11,81
chattagram,1972,27,28,19,84
chattagram,1972,28,29,96,84
chattagram,1972,29,28,202,90
chattagram,1972,30,28,55,87
chattagram,1972,31,27,85,89
chattagram,1972,32,27,198,89
chattagram,1972,33,27,123,87
chattagram,1972,34,26,106,90
chattagram,1972,35,27,82,88
chattagram,1972,36,27,64,88
chattagram,1972,37,27,58,86
chattagram,1972,38,28,52,85
chattagram,1972,39,28,45,84
chattagram,1972,40,27,33,88
chattagram,1972,41,28,49,82
chattagram,1972,42,27,0,79
chattagram,1972,43,27,0,77
chattagram,1972,44,26,0,77
chattagram,1972,45,25,0,75
chattagram,1972,46,23,0,73
chattagram,1972,47,26,0,77
chattagram,1972,48,25,0,78
chattagram,1972,49,21,0,76
chattagram,1972,50,21,0,71
chattagram,1972,51,20,0,76
chattagram,1972,52,19,0,71
chattagram,1973,1,20,0,73
chattagram,1973,2,22,5,73
chattagram,1973,3,20,0,69
chattagram,1973,4,20,0,63
chattagram,1973,5,21,5,71
chattagram,1973,6,22,0,66
chattagram,1973,7,23,0,79
chattagram,1973,8,24,3,63
chattagram,1973,9,24,14,72
chattagram,1973,10,24,0,67
chattagram,1973,11,25,0,58
chattagram,1973,12,27,0,71
chattagram,1973,13,26,0,80
chattagram,1973,14,28,0,81
chattagram,1973,15,29,0,79
chattagram,1973,16,29,0,76
chattagram,1973,17,28,141,80
chattagram,1973,18,29,109,78
chattagram,1973,19,27,213,83
chattagram,1973,20,28,40,81
chattagram,1973,21,27,67,85
chattagram,1973,22,28,30,85
chattagram,1973,23,29,19,83
chattagram,1973,24,27,265,95
chattagram,1973,25,28,87,86
chattagram,1973,26,28,35,88
chattagram,1973,27,29,3,81
chattagram,1973,28,28,33,84
chattagram,1973,29,28,26,85
chattagram,1973,30,27,272,94
chattagram,1973,31,27,130,88
chattagram,1973,32,27,108,88
chattagram,1973,33,28,50,85
chattagram,1973,34,28,7,84
chattagram,1973,35,27,69,90
chattagram,1973,36,27,97,88
chattagram,1973,37,28,16,84
chattagram,1973,38,27,325,90
chattagram,1973,39,28,98,87
chattagram,1973,40,28,32,83
chattagram,1973,41,28,23,82
chattagram,1973,42,28,4,83
chattagram,1973,43,26,159,88
chattagram,1973,44,26,16,83
chattagram,1973,45,24,211,92
chattagram,1973,46,24,38,87
chattagram,1973,47,24,1,83
chattagram,1973,48,22,0,76
chattagram,1973,49,21,31,82
chattagram,1973,50,20,9,83
chattagram,1973,51,19,0,79
chattagram,1973,52,19,0,77
chattagram,1974,1,20,7,76
chattagram,1974,2,19,0,74
chattagram,1974,3,18,0,73
chattagram,1974,4,19,0,73
chattagram,1974,5,20,0,72
chattagram,1974,6,19,0,62
chattagram,1974,7,21,0,68
chattagram,1974,8,23,0,68
chattagram,1974,9,24,0,78
chattagram,1974,10,25,0,78
chattagram,1974,11,26,0,76
chattagram,1974,12,25,33,75
chattagram,1974,13,23,125,82
chattagram,1974,14,26,54,85
chattagram,1974,15,27,15,80
chattagram,1974,16,28,0,79
chattagram,1974,17,29,3,78
chattagram,1974,18,26,171,82
chattagram,1974,19,28,34,79
chattagram,1974,20,29,4,78
chattagram,1974,21,29,8,81
chattagram,1974,22,27,467,89
chattagram,1974,23,27,29,83
chattagram,1974,24,29,107,83
chattagram,1974,25,26,439,93
chattagram,1974,26,28,30,84
chattagram,1974,27,27,145,92
chattagram,1974,28,27,240,92
chattagram,1974,29,25,307,95
chattagram,1974,30,27,219,90
chattagram,1974,31,27,47,86
chattagram,1974,32,28,36,84
chattagram,1974,33,27,109,91
chattagram,1974,34,28,134,88
chattagram,1974,35,26,365,93
chattagram,1974,36,28,20,83
chattagram,1974,37,27,119,87
chattagram,1974,38,28,49,84
chattagram,1974,39,28,50,85
chattagram,1974,40,27,109,87
chattagram,1974,41,29,12,81
chattagram,1974,42,29,122,83
chattagram,1974,43,28,65,82
chattagram,1974,44,28,0,82
chattagram,1974,45,26,0,78
chattagram,1974,46,26,2,82
chattagram,1974,47,26,0,79
chattagram,1974,48,23,61,87
chattagram,1974,49,20,0,72
chattagram,1974,50,20,0,72
chattagram,1974,51,20,0,74
chattagram,1974,52,19,0,76
chattagram,1975,1,19,0,76
chattagram,1975,2,19,0,75
chattagram,1975,3,19,0,65
chattagram,1975,4,19,0,68
chattagram,1975,5,20,0,72
chattagram,1975,6,21,0,69
chattagram,1975,7,22,5,76
chattagram,1975,8,22,0,67
chattagram,1975,9,24,0,70
chattagram,1975,10,25,0,80
chattagram,1975,11,26,0,70
chattagram,1975,12,27,0,77
chattagram,1975,13,27,0,61
chattagram,1975,14,27,0,75
chattagram,1975,15,28,10,75
chattagram,1975,16,27,43,80
chattagram,1975,17,29,12,78
chattagram,1975,18,30,0,77
chattagram,1975,19,29,26,77
chattagram,1975,20,27,179,84
chattagram,1975,21,28,11,80
chattagram,1975,22,27,66,84
chattagram,1975,23,28,207,86
chattagram,1975,24,29,39,81
chattagram,1975,25,28,31,84
chattagram,1975,26,28,16,82
chattagram,1975,27,28,103,87
chattagram,1975,28,28,44,84
chattagram,1975,29,25,377,96
chattagram,1975,30,26,284,91
chattagram,1975,31,27,256,87
chattagram,1975,32,28,31,84
chattagram,1975,33,28,24,82
chattagram,1975,34,28,114,86
chattagram,1975,35,28,32,87
chattagram,1975,36,27,35,84
chattagram,1975,37,27,86,88
chattagram,1975,38,28,155,87
chattagram,1975,39,28,36,83
chattagram,1975,40,28,4,82
chattagram,1975,41,26,207,92
chattagram,1975,42,27,18,85
chattagram,1975,43,28,1,81
chattagram,1975,44,26,5,85
chattagram,1975,45,25,57,87
chattagram,1975,46,23,84,81
chattagram,1975,47,22,0,77
chattagram,1975,48,23,0,82
chattagram,1975,49,21,0,79
chattagram,1975,50,18,0,73
chattagram,1975,51,19,0,75
chattagram,1975,52,19,0,77
chattagram,1976,1,19,0,75
chattagram,1976,2,19,0,73
chattagram,1976,3,20,0,74
chattagram,1976,4,19,0,69
chattagram,1976,5,20,0,75
chattagram,1976,6,20,6,81
chattagram,1976,7,22,0,73
chattagram,1976,8,24,0,70
chattagram,1976,9,23,0,70
chattagram,1976,10,24,1,72
chattagram,1976,11,26,1,75
chattagram,1976,12,27,0,75
chattagram,1976,13,28,0,79
chattagram,1976,14,28,0,74
chattagram,1976,15,28,15,78
chattagram,1976,16,29,1,80
chattagram,1976,17,29,22,75
chattagram,1976,18,29,12,75
chattagram,1976,19,29,24,77
chattagram,1976,20,27,71,81
chattagram,1976,21,29,2,77
chattagram,1976,22,29,13,81
chattagram,1976,23,28,79,83
chattagram,1976,24,26,747,95
chattagram,1976,25,27,98,85
chattagram,1976,26,29,12,82
chattagram,1976,27,26,405,94
chattagram,1976,28,26,411,92
chattagram,1976,29,27,295,89
chattagram,1976,30,27,179,86
chattagram,1976,31,28,64,82
chattagram,1976,32,27,229,90
chattagram,1976,33,27,55,86
chattagram,1976,34,27,12,85
chattagram,1976,35,28,62,83
chattagram,1976,36,28,21,81
chattagram,1976,37,29,39,82
chattagram,1976,38,28,6,83
chattagram,1976,39,29,20,81
chattagram,1976,40,28,27,83
chattagram,1976,41,28,3,80
chattagram,1976,42,28,0,76
chattagram,1976,43,25,160,90
chattagram,1976,44,26,0,79
chattagram,1976,45,27,23,80
chattagram,1976,46,26,0,76
chattagram,1976,47,25,0,74
chattagram,1976,48,24,226,83
chattagram,1976,49,22,12,80
chattagram,1976,50,21,0,71
chattagram,1976,51,19,0,78
chattagram,1976,52,19,0,76
chattagram,1976,53,20,0,69
chattagram,1977,1,21,0,65
chattagram,1977,2,20,0,70
chattagram,1977,3,23,0,73
chattagram,1977,4,22,71,69
chattagram,1977,5,20,0,67
chattagram,1977,6,20,0,67
chattagram,1977,7,22,0,75
chattagram,1977,8,24,71,85
chattagram,1977,9,26,0,70
chattagram,1977,10,25,0,81
chattagram,1977,11,26,0,85
chattagram,1977,12,27,0,83
chattagram,1977,13,26,63,83
chattagram,1977,14,24,199,88
chattagram,1977,15,24,132,85
chattagram,1977,16,27,9,80
chattagram,1977,17,27,45,81
chattagram,1977,18,26,25,84
chattagram,1977,19,27,86,82
chattagram,1977,20,29,76,86
chattagram,1977,21,29,38,84
chattagram,1977,22,26,77,84
chattagram,1977,23,28,0,83
chattagram,1977,24,27,67,87
chattagram,1977,25,26,45,91
chattagram,1977,26,27,261,90
chattagram,1977,27,27,103,86
chattagram,1977,28,26,232,93
chattagram,1977,29,28,48,85
chattagram,1977,30,26,328,94
chattagram,1977,31,27,60,89
chattagram,1977,32,27,78,87
chattagram,1977,33,28,143,88
chattagram,1977,34,28,31,88
chattagram,1977,35,27,25,85
chattagram,1977,36,28,42,86
chattagram,1977,37,27,28,85
